,Fao,Fbo,P,To,Cto,m,Ta,T_max,Fa_out,Fb_out,Fc_out,Fd_out,Cc_out,Xa,Yc
0,5.086775935269106,9.815114695129127,3.7761967782289827,289.890340223982,0.1588572430068677,9.759539247758653,330.942724007221,435.92996181300606,3.335700401968697,6.313287307559227,1.7506709345117624,0.00024275927318836098,0.016222861922617373,0.3442407441537469,0.999768942697815
1,4.966547958599164,9.759045676458099,4.03050517143638,286.2945139887567,0.17168509939599425,6.67889841305932,320.55786033891997,497.7078181988961,2.699724165434279,5.227839288792728,2.2637722948343875,0.0018308989982980415,0.021932835604375273,0.45641838396829904,0.9986538440527674
2,5.216479753977172,9.99550654172271,4.0025570775857275,294.53046726973264,0.16572707105772091,15.23825036681781,331.47003129414765,512.5046216198671,2.057154110194048,3.6951578781246646,3.13644736382287,0.01372696797615279,0.03355464001225293,0.6056432293012116,0.9927584926215904
3,4.98194172360291,9.745564766151547,4.235599617437566,283.33710234799383,0.1823045885736099,10.805347234410819,319.59321707891314,519.562014490436,2.127068119186333,4.04800406317672,2.8396404720936714,0.009139879393744119,0.031284918203126386,0.5730443595698966,0.9946641657622463
4,4.778465227476214,9.032918817938695,4.414746529415854,291.639479901254,0.18460591250601097,15.260115541947158,313.83663612931826,521.8067263701257,1.1688399297080037,1.9330512297531224,3.46039653857965,0.08953725551313578,0.05367441321152304,0.7553942795299284,0.9586581024681907
5,5.657861751438846,10.693108237999194,3.9194618783701505,288.4674960313347,0.16569740524488002,8.377973532061954,338.8107354637775,532.5674210624641,2.7704543107107646,4.92631316065168,2.8773826855922717,0.006014853081486282,0.024408617489912694,0.5103354531407183,0.9965281120376688
6,4.653451913127325,9.424654473835032,4.416218182966363,287.0924217332113,0.18759227073752344,12.927507543258196,329.9495406912974,563.9615709927452,0.3726120891962656,1.1895701880395866,3.8725956213477177,0.24494652155000557,0.06637088889827715,0.9199278092580839,0.904634553177826
7,5.23772188425085,9.067885389669831,4.4444625408424105,307.0894275332401,0.17649830255824522,13.809393804238061,326.47797999677977,569.067717307923,0.5453691312845442,0.6423659756191495,3.493370138113893,0.7193895689114479,0.062881879762761,0.8958766533739796,0.7444815686343131
8,4.824849393076613,9.01035039585857,4.607946950334844,317.08885996933975,0.1772199597599142,13.993045582318286,314.0929525642935,569.6007883521214,0.2956266247629666,0.6788529811832295,3.620537615873705,0.5452110914639653,0.07254649858430298,0.938728320683507,0.79937282864577
9,4.336512819281072,8.802253055332425,4.3907375308713,289.70250340262214,0.18482953725241194,10.981263411226719,322.2541114058015,570.9272076024803,0.31975842557496337,1.086641980058954,3.619382253532672,0.23842328410406152,0.06515253426895852,0.9262636964536924,0.9010713373971574
10,4.97514886296141,9.545667225807447,4.451690382379645,296.0176679361466,0.1833975231299415,12.094216659603791,315.3966672704906,574.4872147769073,0.5676362486958223,1.1735738778382272,3.853847763563144,0.3321989104214666,0.062239679742575375,0.8859056755222512,0.874381561856358
11,4.100713487954655,9.314792659945404,4.226344516993252,311.27158735485295,0.16558140507004768,10.939125525069581,328.1874860620068,576.817041003043,0.10032932802175873,1.453728019946409,3.825754560099398,0.10477775990009922,0.06278529012411409,0.9755336898526406,0.9563467924949418
12,4.58896567971105,9.253665514005426,4.228365554743339,304.92202825352064,0.169110227587618,11.745464642773003,336.9848034842346,582.4225828860972,0.245181955637063,0.9691157928399353,3.840011565345879,0.30226329523686524,0.0638127827299152,0.9465714122201713,0.8840245761002978
13,4.704444525966078,10.790191891814022,3.951099266507578,294.4577538332323,0.16363684355115748,8.015921332847947,330.63055908878977,585.2850670934541,1.3031477716097677,4.010276437618892,3.372949186209443,0.017008540888120684,0.03190497443890001,0.7229964633620245,0.9916656586607562
14,3.778347859520728,9.618901934678291,4.776400224417218,304.7726694035258,0.19112206924131223,10.020375766598761,316.07064793752863,588.6526451068055,0.0028729874981298377,2.1323916312930504,3.694925571197653,0.04832958049496741,0.0659238929119768,0.9992396180539888,0.9786651206655249
15,4.575335892792607,10.55196077210646,4.228081261815519,285.2314453734378,0.1807723778140909,7.596174551403367,320.77030726050214,592.8768622335515,1.1499937934234334,3.7318735460221326,3.3870958835516514,0.02294772949051283,0.03552530645473018,0.7486536900525741,0.9888343369193502
16,4.60643026017571,8.683219749615217,4.088945768325534,298.6192643417322,0.1669858520567126,9.972714357498132,331.5563710984924,593.4679394584664,0.5093617236639676,0.9510155712953073,3.519652418132274,0.346449671027681,0.055521317399283905,0.8894237631105396,0.8590660338645245
17,5.145344443162582,9.589152715908924,4.721847508819282,302.04378890620677,0.19064621859512734,12.467211971790432,318.72506943116485,600.9480963770521,0.23778544270861382,0.688979062200604,3.763878566454448,0.6862082603997114,0.0703960917596354,0.953786292572775,0.7669553368805703
18,5.418158346490665,11.303639137650329,4.520180974361105,293.3143196818182,0.18793544851036786,12.245876680951689,324.87441937351826,601.8531389653981,0.3535943259593187,1.5572657293131584,4.586120729624444,0.28706597454414096,0.0633393678670687,0.9347390195437273,0.9055311989408504
19,5.125121442652855,10.943898293585184,4.673936904912304,301.47436638616745,0.18906824892269286,12.101319053344065,314.18230709132087,602.2530362739243,0.16778276124607022,1.3936461155827398,4.501807200392879,0.2733188886083428,0.06991168187349309,0.9672626759924692,0.9081096712793817
20,3.5727183185417664,9.793926230658322,5.414980018419344,285.24839947323693,0.23150468787901668,10.770654675047064,326.93262257260494,604.7052672512656,1.892719707553424e-05,2.6946365956335727,3.515062956763899,0.034581860748475204,0.07090453450129292,0.9999947022979737,0.9838675387242422
21,4.024293502804547,9.867764762663162,5.034733180916785,304.50248249565664,0.20163771615230527,11.757852108036358,318.4730215486369,605.306684165058,0.002376720790781337,1.93090147968121,3.8882039307067955,0.08022771078418134,0.0746714847942382,0.9994094066973184,0.9667539487875679
