,Fao,Fbo,P,To,Cto,m,Ta,T_max,Fa_out,Fb_out,Fc_out,Fd_out,Cc_out,Xa,Yc
0,5.882026172983832,10.400157208367224,5.401539088180024,320.16803879281315,0.20574329702928826,13.735115980299934,315.471540671205,677.4849052478627,0.08690180263792395,0.5227034488887797,3.6541306438291956,1.2845962359100274,0.07544989242117045,0.9852258728400318,0.6305525835696745
1,5.475044208762795,9.848642791702302,4.869216324917569,303.69538651744534,0.1955271285816112,10.288087142321755,339.179166692889,667.5419279198286,0.09417604853101699,0.5232200205413927,3.585476223603467,1.0772351619769873,0.06426659343264067,0.9827990341374252,0.6663378690640553
2,5.3805188625734965,10.121675016492828,5.1383807105107495,303.0030689463684,0.20680707827274167,12.988158146315213,322.99970692828344,649.1748019456957,0.0906163040862088,0.6562897631285818,3.896877728974375,0.8358148977077474,0.07768785026691062,0.9831584450495047,0.7366634235487193
3,5.156533850825451,9.145904260698275,3.663929010609633,305.88256735896323,0.14607586660066071,11.728872397719012,317.7638910510372,404.9577696904747,3.7449161267043927,6.322772183157342,1.4114885107445792,7.752802588747646e-05,0.013567103272995562,0.27375321581474504,0.9999084643283583
4,6.134877311993804,8.545634325401235,4.942513190512312,298.3153453497675,0.2020497840402351,13.065558428716916,339.3262480065278,611.421496387485,0.6062742865939477,0.22188400355060245,2.111783364213504,2.050091796711811,0.043984890630924076,0.901175809105641,0.3819741360541562
5,5.077473712848458,10.378162519602174,4.4832094121659845,282.17283178598467,0.1937581487493684,9.304175701347695,326.5244024487638,623.9743320335294,0.370422209268905,1.3890584198465115,4.175802869325245,0.31874918055258544,0.05897043595426027,0.9270459621816342,0.8871377052385528
6,5.615145340363861,11.20237984878441,4.729435205835287,297.279275244822,0.19401298340778594,7.902894069865814,311.15482511250497,678.2937407014559,0.1211949387454953,1.0477389559704209,4.452375513589933,0.6249449328170587,0.061374876139706866,0.9784164199857306,0.8104142171138616
7,4.146864904687494,11.95077539523179,4.669251126578186,296.05733128549934,0.19233466255418838,7.494409279900148,332.5805309693611,616.9698153736377,0.0009128373484812331,3.6881694871035973,4.109329284151724,0.021973669912373147,0.04968398556540939,0.9997798728992958,0.9911666168367465
8,4.193051076221025,9.78725971978603,4.4794304518927115,303.4821224807334,0.18000137927829987,8.978389724862254,313.4888362048065,604.3748124556272,0.048854775078931295,1.640210448083164,3.967517137915444,0.10600749793598985,0.06311520932611418,0.9883486334435588,0.9573670863086388
9,4.985908885830672,10.428331870530418,4.952726473412518,302.722247079658,0.19951986983766556,8.731355812638073,321.4632736316254,672.5198072020952,0.01773069122575073,1.0617616543996848,4.255945478256031,0.42733962980933426,0.07024128772111002,0.9964438397026991,0.8566410687277032
